         11977072 function calls (11799082 primitive calls) in 155.625 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _arff.py:666(ArffDecoder)
        4    0.000    0.000    0.000    0.000 _collections.py:219(__contains__)
        1    0.000    0.000    0.000    0.000 base.py:337(_JoinedDispatcher)
        1    0.000    0.000    0.000    0.000 interfaces.py:126(DBAPIConnection)
        1    0.000    0.000    0.000    0.000 compiler.py:646(InsertmanyvaluesSentinelOpts)
        1    0.000    0.000    0.000    0.000 selectable.py:1808(Alias)
        1    0.000    0.000    0.000    0.000 result.py:225(RMKeyView)
        2    0.000    0.000    0.000    0.000 relationships.py:3463(__init__)
        1    0.000    0.000    0.000    0.000 json.py:202(Comparator)
        1    0.000    0.000    0.000    0.000 dml.py:291(OnConflictDoUpdate)
        1    0.000    0.000    0.000    0.000 mutable.py:746(MutableComposite)
        1    0.000    0.000    0.000    0.000 util.py:967(IndexFileSHA1Writer)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:306(PoolManagerMixin)
        1    0.000    0.000    0.000    0.000 records.py:279(recarray)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:35(_DTypeDict)
        1    0.000    0.000    0.000    0.000 backports.py:12(Version)
        1    0.000    0.000    0.000    0.000 compressor.py:569(__init__)
        1    0.000    0.000    0.000    0.000 memory.py:267(NotMemorizedResult)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 core_schema.py:3431(DataclassSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2989(TypedDictSchema)
        1    0.000    0.000    0.000    0.000 version.py:81(_VersionReplace)
        2    0.000    0.000    0.000    0.000 core_schema.py:441(to_string_ser_schema)
        1    0.000    0.000    0.000    0.000 service_reflection.py:94(_ServiceBuilder)
        2    0.000    0.000    0.000    0.000 sampling.py:315(__init__)
        1    0.000    0.000    0.000    0.000 request_utils.py:75(JitteredRetry)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 request.py:615(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 plistlib.py:327(_PlistWriter)
        1    0.000    0.000    0.000    0.000 span.py:1122(_SpanAttributesRegistry)
        1    0.000    0.000    0.000    0.000 exception.py:1(<module>)
        1    0.000    0.000    0.000    0.000 destination.py:84(TraceDestination)
        2    0.000    0.000    0.000    0.000 representer.py:71(add_multi_representer)
        1    0.000    0.000    0.000    0.000 tzinfo.py:159(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:79(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 info.py:1046(_SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 html.py:579(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 sql.py:2468(SQLiteTable)
        1    0.000    0.000    0.000    0.000 llm.py:131(FunctionToolCallArguments)
        4    0.000    0.000    0.000    0.000 model.py:666(env_vars)
        1    0.000    0.000    0.000    0.000 env_manager.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _matrix.py:65(get_shape)
        1    0.000    0.000    0.000    0.000 callback.py:135(_RecordEvaluationCallback)
        1    0.000    0.000    0.000    0.000 submitted_run.py:58(LocalSubmittedRun)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:53(_ScalarHessWrapper)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1235(_RangeFunc)
        1    0.000    0.000    0.000    0.000 _cubature.py:591(_InfiniteLimitsTransform)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6113(laplace_asymmetric_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:900(logser_gen)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:419(_PageL)
        1    0.000    0.000    0.000    0.000 _multivariate.py:8020(normal_inverse_gamma_frozen)
        3    0.000    0.000    0.000    0.000 threadpoolctl.py:924(<genexpr>)
        1    0.000    0.000    0.000    0.000 fourier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2526(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2568(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2662(ScaledTranslation)
        7    0.000    0.000    0.000    0.000 colorizer.py:241(cmap)
        6    0.000    0.000    0.000    0.000 c_ast.py:1208(__init__)
        1    0.000    0.000    0.000    0.000 _export.py:416(_DOTTreeExporter)
        1    0.000    0.000    0.000    0.000 _tracing.py:16(TagTracer)
        1    0.000    0.000    0.000    0.000 error.py:52(ErrorMaker)
        1    0.000    0.000    0.000    0.000 logging.py:890(_LiveLoggingStreamHandler)
        1    0.000    0.000    0.000    0.000 image.py:294(get_shape)
        1    0.000    0.000    0.000    0.000 collections.py:1573(AsteriskPolygonCollection)
        3    0.000    0.000    0.000    0.000 layout_engine.py:87(adjust_compatible)
        2    0.000    0.000    0.000    0.000 _tight_layout.py:239(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:509(PaddedBox)
        1    0.000    0.000    0.000    0.000 category.py:139(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 base.py:856(HasCompileState)
        1    0.000    0.000    0.000    0.000 base.py:2028(DedupeColumnCollection)
        1    0.000    0.000    0.000    0.000 base.py:2203(ReadOnlyColumnCollection)
        1    0.000    0.000    0.000    0.000 selectable.py:196(_OffsetLimitParam)
        2    0.000    0.000    0.000    0.000 row.py:180(_special_name_accessor)
        1    0.000    0.000    0.000    0.000 path_registry.py:367(RootRegistry)
        1    0.000    0.000    0.000    0.000 collections.py:1421(remove)
        1    0.000    0.000    0.000    0.000 path_registry.py:517(PropRegistry)
        1    0.000    0.000    0.000    0.000 strategies.py:287(ExpressionColumnLoader)
        1    0.000    0.000    0.000    0.000 query.py:3393(BulkUD)
        3    0.000    0.000    0.000    0.000 langhelpers.py:66(<lambda>)
        1    0.000    0.000    0.000    0.000 fernet.py:170(MultiFernet)
        1    0.000    0.000    0.000    0.000 algorithms.py:145(ChaCha20)
        1    0.000    0.000    0.000    0.000 algorithms.py:26(TripleDES)
        1    0.000    0.000    0.000    0.000 pyodbc.py:386(_ms_numeric_pyodbc)
        1    0.000    0.000    0.000    0.000 traitlets.py:953(MetaHasDescriptors)
        1    0.000    0.000    0.000    0.000 traitlets.py:3277(CaselessStrEnum)
        1    0.000    0.000    0.000    0.000 emacs_state.py:10(EmacsState)
        1    0.000    0.000    0.000    0.000 display.py:438(FileLinks)
        1    0.000    0.000    0.000    0.000 base.py:95(PipeInput)
        1    0.000    0.000    0.000    0.000 containers.py:2674(DynamicContainer)
        5    0.000    0.000    0.000    0.000 cache.py:66(inference_state_as_method_param_cache)
        4    0.000    0.000    0.000    0.000 arguments.py:50(decorator)
        1    0.000    0.000    0.000    0.000 typing.py:308(Tuple)
        1    0.000    0.000    0.000    0.000 cProfile.py:29(Profile)
        1    0.000    0.000    0.000    0.000 stream.py:640(FDCompressedSha1Writer)
        1    0.000    0.000    0.000    0.000 cmd.py:431(_CatFileContentStream)
        1    0.000    0.000    0.000    0.000 base.py:166(CompoundDB)
        2    0.000    0.000    0.000    0.000 cmd.py:576(__setattr)
        1    0.000    0.000    0.000    0.000 util.py:71(SubmoduleConfigParser)
        1    0.000    0.000    0.000    0.000 data_validation.py:32(FuncInfo)
        1    0.000    0.000    0.000    0.000 model.py:291(PythonModelContext)
        1    0.000    0.000    0.000    0.000 functional_serializers.py:19(PlainSerializer)
       10    0.000    0.000    0.000    0.000 run_info.py:93(run_name)
        4    0.000    0.000    0.000    0.000 __init__.py:57(fget)
        4    0.000    0.000    0.000    0.000 _collections.py:198(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:1114(__repr__)
        1    0.000    0.000    0.000    0.000 _local.py:30(_PathParents)
        1    0.000    0.000    0.000    0.000 warnings.py:442(catch_warnings)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 selectors.py:210(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1384(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 parallel.py:688(BatchCompletionCallBack)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4219(__init__)
        1    0.000    0.000    0.000    0.000 introspection.py:363(InspectedAnnotation)
        1    0.000    0.000    0.000    0.000 _decorators.py:134(ModelValidatorDecoratorInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:75(BaseValidateHandlerProtocol)
        2    0.000    0.000    0.000    0.000 _once.py:14(__init__)
        1    0.000    0.000    0.000    0.000 instrument.py:493(Gauge)
        1    0.000    0.000    0.000    0.000 logging_utils.py:61(enable_logging)
        1    0.000    0.000    0.000    0.000 exceptions.py:142(NewConnectionError)
        1    0.000    0.000    0.000    0.000 cp949.py:12(Codec)
        1    0.000    0.000    0.000    0.000 __init__.py:89(SimpleSpanProcessor)
        3    0.000    0.000    0.000    0.000 configparser.py:1222(converters)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        1    0.000    0.000    0.000    0.000 search_utils.py:2238(TraceMetricsFilter)
        1    0.000    0.000    0.000    0.000 search_utils.py:2532(OrderBy)
        1    0.000    0.000    0.000    0.000 time.py:22(Timer)
        1    0.000    0.000    0.000    0.000 __init__.py:398(epoch)
        1    0.000    0.000    0.000    0.000 _typing.py:288(WriteBuffer)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _json.py:1356(SeriesParser)
        1    0.000    0.000    0.000    0.000 llm.py:636(TokenUsageStats)
        1    0.000    0.000    0.000    0.000 pytables.py:5418(Selection)
        1    0.000    0.000    0.000    0.000 datastructures.py:324(MultiDict)
        1    0.000    0.000    0.000    0.000 client.py:57(RunOperations)
        1    0.000    0.000    0.000    0.000 _itertools.py:78(bucket)
        1    0.000    0.000    0.000    0.000 __init__.py:351(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 lazy_load.py:8(LazyLoader)
        1    0.000    0.000    0.000    0.000 _backend.py:412(Dispatchable)
        1    0.000    0.000    0.000    0.000 _interpolate.py:128(interp2d)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:11551(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:28(classproperty)
        1    0.000    0.000    0.000    0.000 ElementTree.py:79(DefusedXMLParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1271(XMLPullParser)
        1    0.000    0.000    0.000    0.000 testing.py:24(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 core.py:4818(MatchFirst)
        1    0.000    0.000    0.000    0.000 _data_utils.py:45(_ArrayLikeArg)
        1    0.000    0.000    0.000    0.000 _classes.py:1745(ExtraTreeRegressor)
        1    0.000    0.000    0.000    0.000 code.py:1344(ReprEntry)
        1    0.000    0.000    0.000    0.000 _hooks.py:40(HookspecOpts)
        1    0.000    0.000    0.000    0.000 formatter.py:25(Formatter)
        1    0.000    0.000    0.000    0.000 byteordercodes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1055(Char)
        4    0.000    0.000    0.000    0.000 collections.py:219(get_transforms)
        1    0.000    0.000    0.000    0.000 legend_handler.py:46(HandlerBase)
        1    0.000    0.000    0.000    0.000 art3d.py:480(Patch3D)
        1    0.000    0.000    0.000    0.000 preloaded.py:114(__init__)
        1    0.000    0.000    0.000    0.000 deprecations.py:81(deprecated_cls)
        1    0.000    0.000    0.000    0.000 interfaces.py:365(ReflectedColumn)
        1    0.000    0.000    0.000    0.000 attr.py:84(_empty_collection)
        1    0.000    0.000    0.000    0.000 queue.py:215(_init)
        1    0.000    0.000    0.000    0.000 sqltypes.py:803(Date)
        1    0.000    0.000    0.000    0.000 functions.py:2132(aggregate_strings)
        2    0.000    0.000    0.000    0.000 url.py:227(_assert_str)
        1    0.000    0.000    0.000    0.000 util.py:548(ORMStatementAdapter)
        1    0.000    0.000    0.000    0.000 characteristics.py:116(LoggingTokenCharacteristic)
        1    0.000    0.000    0.000    0.000 collections.py:1305(pop)
        6    0.000    0.000    0.000    0.000 context.py:2739(type)
        1    0.000    0.000    0.000    0.000 runtime.py:243(LoopStack)
        1    0.000    0.000    0.000    0.000 traitlets.py:2491(Any)
        1    0.000    0.000    0.000    0.000 traitlets.py:2910(Unicode)
        1    0.000    0.000    0.000    0.000 aiosqlite.py:363(AsyncAdaptFallback_aiosqlite_connection)
        1    0.000    0.000    0.000    0.000 pyodbc.py:565(MSExecutionContext_pyodbc)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:96(MagicHelpFormatter)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:137(MagicArgumentParser)
        1    0.000    0.000    0.000    0.000 base.py:20(Lexer)
        1    0.000    0.000    0.000    0.000 processors.py:58(Processor)
        1    0.000    0.000    0.000    0.000 containers.py:2596(ConditionalContainer)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:10(prepended_to_syspath)
        1    0.000    0.000    0.000    0.000 alias.py:124(Alias)
        1    0.000    0.000    0.000    0.000 pep8.py:748(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:271(_DummyModel)
        1    0.000    0.000    0.000    0.000 abc.py:149(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 locks.py:352(Semaphore)
        1    0.000    0.000    0.000    0.000 descriptor.py:1139(ServiceDescriptor)
        1    0.000    0.000    0.000    0.000 proto_json_utils.py:220(NumpyEncoder)
        1    0.000    0.000    0.000    0.000 instrument.py:129(_ProxyAsynchronousInstrument)
        1    0.000    0.000    0.000    0.000 _configurator.py:15(RuleBasedConfigurator)
        1    0.000    0.000    0.000    0.000 handlers.py:1514(QueueListener)
        1    0.000    0.000    0.000    0.000 socketserver.py:678(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 destination.py:24(UserTraceDestinationRegistry)
        1    0.000    0.000    0.000    0.000 events.py:100(LogAssessmentEvent)
        1    0.000    0.000    0.000    0.000 events.py:180(GetLoggedModelEvent)
        1    0.000    0.000    0.000    0.000 events.py:333(CreateWebhookEvent)
        1    0.000    0.000    0.000    0.000 config.py:220(DictWrapper)
        4    0.000    0.000    0.000    0.000 core.py:885(__init__)
        1    0.000    0.000    0.000    0.000 expanding.py:945(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
        1    0.000    0.000    0.000    0.000 info.py:934(_DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 artifact_repository_registry.py:163(get_registered_artifact_repositories)
        1    0.000    0.000    0.000    0.000 networks.py:653(AnyWebsocketUrl)
        1    0.000    0.000    0.000    0.000 _tokenizer.py:18(ParserSyntaxError)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 base.py:456(DatabricksAppConfig)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:234(QuotedString)
        1    0.000    0.000    0.000    0.000 headerregistry.py:490(ContentDispositionHeader)
        1    0.000    0.000    0.000    0.000 _compat.py:82(_FixupStream)
        1    0.000    0.000    0.000    0.000 parser.py:127(_Option)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:171(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9548(semicircular_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9491(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 _split.py:1855(BaseShuffleSplit)
        1    0.000    0.000    0.000    0.000 __init__.py:739(_ensure_has_backend)
        1    0.000    0.000    0.000    0.000 colors.py:137(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:2810(AsinhNorm)
        4    0.000    0.000    0.000    0.000 colorizer.py:466(colorbar)
        4    0.000    0.000    0.000    0.000 model.py:74(__eq__)
        1    0.000    0.000    0.000    0.000 _base.py:712(KNeighborsMixin)
        1    0.000    0.000    0.000    0.000 random_projection.py:470(GaussianRandomProjection)
        1    0.000    0.000    0.000    0.000 capture.py:186(EncodedFile)
        1    0.000    0.000    0.000    0.000 subtests.py:189(_SubTestContextManager)
        1    0.000    0.000    0.000    0.000 config.py:21(TrainingConfig)
        1    0.000    0.000    0.000    0.000 _text_helpers.py:13(LayoutItem)
        1    0.000    0.000    0.000    0.000 rrule.py:305(rrule)
        1    0.000    0.000    0.000    0.000 dates.py:1062(DateLocator)
        1    0.000    0.000    0.000    0.000 compat.py:165(FullArgSpec)
        1    0.000    0.000    0.000    0.000 type_api.py:1729(Comparator)
        1    0.000    0.000    0.000    0.000 trace_processor.py:23(TraceScoringTask)
        1    0.000    0.000    0.000    0.000 code.py:17(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 style_transformation.py:39(StyleTransformation)
        1    0.000    0.000    0.000    0.000 base.py:147(DummyStyle)
        1    0.000    0.000    0.000    0.000 domreg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1384(Entity)
        1    0.000    0.000    0.000    0.000 tree.py:326(Scope)
        1    0.000    0.000    0.000    0.000 iterable.py:24(IterableMixin)
        1    0.000    0.000    0.000    0.000 base.py:66(OPackInfo)
        1    0.000    0.000    0.000    0.000 mem.py:32(MemoryDB)
        1    0.000    0.000    0.000    0.000 types.py:241(Files_TD)
        6    0.000    0.000    0.000    0.000 c_ast.py:788(__init__)
        6    0.000    0.000    0.000    0.000 elements.py:465(_constructor)
        1    0.000    0.000    0.000    0.000 {built-in method binascii.a2b_base64}
        1    0.000    0.000    0.000    0.000 __init__.py:802(_SharedFile)
        1    0.000    0.000    0.000    0.000 __init__.py:511(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 process_executor.py:120(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 _common.py:572(__init__)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:604(LokyBackend)
        1    0.000    0.000    0.000    0.000 {psutil._psutil_osx.getpagesize}
        1    0.000    0.000    0.000    0.000 _dtype_like.py:44(_HasDType)
        1    0.000    0.000    0.000    0.000 _datasource.py:532(Repository)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 compressor.py:121(BZ2CompressorWrapper)
        1    0.000    0.000    0.000    0.000 pool.py:214(MemmappingPool)
        1    0.000    0.000    0.000    0.000 memory.py:938(AsyncMemorizedFunc)
        1    0.000    0.000    0.000    0.000 unix_events.py:1477(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 unix_events.py:954(PidfdChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1065(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 descriptor.py:1011(EnumValueDescriptor)
        1    0.000    0.000    0.000    0.000 python_message.py:1581(_OneofListener)
        1    0.000    0.000    0.000    0.000 version.py:82(_ensure_pydantic_core_version)
        1    0.000    0.000    0.000    0.000 symbol_database.py:44(SymbolDatabase)
        1    0.000    0.000    0.000    0.000 __init__.py:74(ErrorDetails)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:236(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:67(TraceJSONEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:145(__init__)
        1    0.000    0.000    0.000    0.000 constant.py:5(TraceMetadataKey)
        1    0.000    0.000    0.000    0.000 constant.py:313(SpanMetricSearchKey)
        1    0.000    0.000    0.000    0.000 client.py:1454(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:176(HTTPMethod)
        1    0.000    0.000    0.000    0.000 response.py:300(MultiDecoder)
        1    0.000    0.000    0.000    0.000 response.py:54(ContentDecoder)
        1    0.000    0.000    0.000    0.000 cp950.py:12(Codec)
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:12(Codec)
        1    0.000    0.000    0.000    0.000 _processor_metrics.py:50(ProcessorMetrics)
        1    0.000    0.000    0.000    0.000 plistlib.py:644(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 events.py:199(CreateRunEvent)
        1    0.000    0.000    0.000    0.000 events.py:637(MakeJudgeEvent)
        1    0.000    0.000    0.000    0.000 databricks_workspace_model_registry_rest_store.py:73(DatabricksWorkspaceModelRegistryRestStore)
        1    0.000    0.000    0.000    0.000 ipc.py:34(RecordBatchStreamReader)
        1    0.000    0.000    0.000    0.000 config.py:268(CallableDynamicDoc)
        1    0.000    0.000    0.000    0.000 _compute_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nanops.py:67(disallow)
        1    0.000    0.000    0.000    0.000 info.py:1000(_SeriesTableBuilder)
        1    0.000    0.000    0.000    0.000 llm.py:608(ChatChunkChoice)
        1    0.000    0.000    0.000    0.000 pytables.py:282(FilterBinOp)
        1    0.000    0.000    0.000    0.000 __init__.py:280(LRUCache)
        1    0.000    0.000    0.000    0.000 __init__.py:164(FIFOCache)
        1    0.000    0.000    0.000    0.000 base_adapter.py:75(AdapterInvocationOutput)
        1    0.000    0.000    0.000    0.000 litellm_adapter.py:78(_SuppressLiteLLMNonfatalErrors)
        1    0.000    0.000    0.000    0.000 _synchronization.py:82(Event)
        1    0.000    0.000    0.000    0.000 _sockets.py:928(UNIXConnectable)
        1    0.000    0.000    0.000    0.000 colorsys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:125(ScorerStoreRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:376(PackagePath)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _coo.py:105(row)
        1    0.000    0.000    0.000    0.000 builtin_scorers.py:3238(MissingColumnsException)
        1    0.000    0.000    0.000    0.000 headerregistry.py:439(ParameterizedMIMEHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:525(MessageIDHeader)
        1    0.000    0.000    0.000    0.000 stores.py:25(UnsupportedLabelingStoreURIException)
        1    0.000    0.000    0.000    0.000 exceptions.py:35(ClickException)
        1    0.000    0.000    0.000    0.000 basic.py:215(_DummyLogger)
        1    0.000    0.000    0.000    0.000 _aliases.py:182(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 arpack.py:1062(IterOpInv)
        1    0.000    0.000    0.000    0.000 _stats_py.py:5949(TtestResult)
        1    0.000    0.000    0.000    0.000 _optimize.py:2439(Brent)
        1    0.000    0.000    0.000    0.000 _constraints.py:128(LinearConstraint)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 _hypotests.py:768(SomersDResult)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4282(special_ortho_group_gen)
        1    0.000    0.000    0.000    0.000 morphology.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:753(PyCodec)
        1    0.000    0.000    0.000    0.000 scale.py:46(ScaleBase)
        1    0.000    0.000    0.000    0.000 core.py:248(_ParseActionIndexError)
        1    0.000    0.000    0.000    0.000 core.py:5759(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:5879(Opt)
        1    0.000    0.000    0.000    0.000 c_parser.py:597(_is_assignment_op)
        1    0.000    0.000    0.000    0.000 callback.py:40(EarlyStopException)
        1    0.000    0.000    0.000    0.000 _base.py:587(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:412(SparseCoefMixin)
        1    0.000    0.000    0.000    0.000 _ridge.py:1641(_X_CenterStackOp)
        1    0.000    0.000    0.000    0.000 _classes.py:1456(ExtraTreeClassifier)
        1    0.000    0.000    0.000    0.000 code.py:1302(ReprTraceback)
        1    0.000    0.000    0.000    0.000 lexer.py:358(_PseudoMatch)
        1    0.000    0.000    0.000    0.000 fixtures.py:303(FuncFixtureInfo)
        1    0.000    0.000    0.000    0.000 timing.py:52(Duration)
        1    0.000    0.000    0.000    0.000 capture.py:362(SysCaptureBase)
        1    0.000    0.000    0.000    0.000 estimator_checks.py:936(_NotAnArray)
        1    0.000    0.000    0.000    0.000 mio_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arffread.py:244(StringAttribute)
        1    0.000    0.000    0.000    0.000 _arffread.py:182(NumericAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:85(get_projection_names)
        4    0.000    0.000    0.000    0.000 collections.py:212(get_paths)
        1    0.000    0.000    0.000    0.000 collections.py:1681(_get_default_antialiased)
        1    0.000    0.000    0.000    0.000 _base.py:35(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 geo.py:232(_GeoTransform)
        1    0.000    0.000    0.000    0.000 _collections.py:369(UniqueAppender)
        1    0.000    0.000    0.000    0.000 base.py:2883(TwoPhaseTransaction)
        3    0.000    0.000    0.000    0.000 base.py:536(closed)
        1    0.000    0.000    0.000    0.000 base.py:76(_DispatchCommon)
        1    0.000    0.000    0.000    0.000 interfaces.py:3419(AdaptedConnection)
        1    0.000    0.000    0.000    0.000 base.py:1081(ExecutableOption)
        1    0.000    0.000    0.000    0.000 traversals.py:285(visit_string_clauseelement_dict)
        1    0.000    0.000    0.000    0.000 base.py:1152(__init__)
        1    0.000    0.000    0.000    0.000 crud.py:106(_CrudParams)
        1    0.000    0.000    0.000    0.000 ddl.py:61(BaseDDLElement)
        1    0.000    0.000    0.000    0.000 lambdas.py:72(LambdaOptions)
        1    0.000    0.000    0.000    0.000 lambdas.py:1278(PyWrapper)
        1    0.000    0.000    0.000    0.000 lambdas.py:654(NullLambdaStatement)
        1    0.000    0.000    0.000    0.000 attributes.py:572(AdHocHasEntityNamespace)
        1    0.000    0.000    0.000    0.000 collections.py:1230(__iadd__)
        1    0.000    0.000    0.000    0.000 collections.py:1320(popitem)
        1    0.000    0.000    0.000    0.000 __about__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modes.py:52(ModeWithNonce)
        1    0.000    0.000    0.000    0.000 traitlets.py:3066(Bool)
        1    0.000    0.000    0.000    0.000 base.py:1105(DATETIME)
        1    0.000    0.000    0.000    0.000 pyodbc.py:456(_ms_binary_pyodbc)
        1    0.000    0.000    0.000    0.000 cursor_shapes.py:42(CursorShapeConfig)
        1    0.000    0.000    0.000    0.000 processors.py:763(ReverseSearchProcessor)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:307(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 minidom.py:1512(ElementInfo)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:53(AutoSuggest)
        1    0.000    0.000    0.000    0.000 base.py:86(DynamicClipboard)
        1    0.000    0.000    0.000    0.000 debugger.py:1339(InterruptiblePdb)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:252(ExecutionInfo)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:852(InternalSubsetExtractor)
        1    0.000    0.000    0.000    0.000 typing.py:457(CastFunction)
        1    0.000    0.000    0.000    0.000 base.py:408(BaseTypingInstance)
        1    0.000    0.000    0.000    0.000 basic.py:21(MagicsDisplay)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:2917(_ptp_dispatcher)
        8    0.000    0.000    0.000    0.000 _base.py:835(get_subplotspec)
        8    0.000    0.000    0.000    0.000 sqltypes.py:760(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2291(IPv6Network)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 core_schema.py:757(DecimalSchema)
