         11977072 function calls (11799082 primitive calls) in 155.625 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.007    0.001 strategies.py:1801(get)
      100    0.000    0.000    0.007    0.000 base.py:270(_generative)
     1070    0.000    0.000    0.007    0.000 __init__.py:366(<genexpr>)
        6    0.000    0.000    0.007    0.001 strategies.py:1806(_load)
       13    0.000    0.000    0.007    0.001 base.py:240(__init_subclass__)
       50    0.000    0.000    0.007    0.000 _unique.py:28(attach_unique)
      100    0.000    0.000    0.007    0.000 pyplot.py:208(_add_pyplot_note)
       13    0.001    0.000    0.007    0.001 base.py:278(_create_dispatcher_class)
      476    0.000    0.000    0.007    0.000 langhelpers.py:1299(oneshot)
        7    0.001    0.000    0.007    0.001 nanops.py:765(get_median)
    16545    0.004    0.000    0.007    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.007    0.007 grammar.py:1(<module>)
       73    0.000    0.000    0.007    0.000 relationships.py:2549(_annotate_fks)
        1    0.000    0.000    0.007    0.007 constrain.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _spherical_voronoi.py:1(<module>)
     4816    0.003    0.000    0.007    0.000 __init__.py:110(read)
     1637    0.001    0.000    0.007    0.000 cloudpickle.py:1355(reducer_override)
    12316    0.004    0.000    0.007    0.000 copy.py:232(_keep_alive)
      150    0.000    0.000    0.007    0.000 _unique.py:56(<genexpr>)
      148    0.000    0.000    0.007    0.000 attributes.py:450(operate)
     2036    0.007    0.000    0.007    0.000 {built-in method _codecs.utf_8_decode}
        4    0.000    0.000    0.006    0.002 _aliases.py:1(<module>)
      126    0.000    0.000    0.006    0.000 __init__.py:1490(setLevel)
        6    0.000    0.000    0.006    0.001 query.py:2849(__iter__)
      310    0.000    0.000    0.006    0.000 overrides.py:145(decorator)
        4    0.000    0.000    0.006    0.002 threadpoolctl.py:827(info)
      100    0.000    0.000    0.006    0.000 _unique.py:9(_attach_unique)
      124    0.000    0.000    0.006    0.000 pydoc.py:182(_getdoc)
        8    0.000    0.000    0.006    0.001 threadpoolctl.py:119(info)
      633    0.001    0.000    0.006    0.000 registry.py:337(base_listen)
       32    0.000    0.000    0.006    0.000 builder.py:48(BuildTopDescriptorsAndMessages)
      126    0.004    0.000    0.006    0.000 __init__.py:1446(_clear_cache)
    61296    0.006    0.000    0.006    0.000 {method 'endswith' of 'str' objects}
      346    0.000    0.000    0.006    0.000 _parser.py:336(_parse_marker_item)
        1    0.000    0.000    0.006    0.006 typeshed.py:1(<module>)
    15999    0.005    0.000    0.006    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.006    0.006    0.006    0.006 backend_agg.py:185(draw_text)
    69710    0.006    0.000    0.006    0.000 _local.py:307(_tail)
        1    0.000    0.000    0.006    0.006 doctor.py:1(<module>)
        1    0.000    0.000    0.006    0.006 aiomysql.py:1(<module>)
        8    0.000    0.000    0.006    0.001 threadpoolctl.py:132(num_threads)
        2    0.000    0.000    0.006    0.003 _label.py:107(fit_transform)
        8    0.006    0.001    0.006    0.001 threadpoolctl.py:493(get_num_threads)
        1    0.000    0.000    0.006    0.006 PngImagePlugin.py:1325(_save)
        1    0.000    0.000    0.006    0.006 trf_linear.py:1(<module>)
     4278    0.002    0.000    0.006    0.000 _function_base_impl.py:924(copy)
        6    0.000    0.000    0.006    0.001 __init__.py:263(safe_dump)
        2    0.000    0.000    0.006    0.003 _aliases.py:238(unique_inverse)
        6    0.000    0.000    0.006    0.001 __init__.py:215(dump_all)
        1    0.000    0.000    0.006    0.006 url.py:761(_get_entrypoint)
        1    0.000    0.000    0.006    0.006 langhelpers.py:335(load)
        1    0.000    0.000    0.006    0.006 __init__.py:24(_auto_fn)
    53993    0.006    0.000    0.006    0.000 _parser.py:239(__next)
        1    0.000    0.000    0.006    0.006 ImageFile.py:644(_save)
        3    0.000    0.000    0.006    0.002 abstract_store.py:1(<module>)
        1    0.000    0.000    0.006    0.006 ImageFile.py:672(_encode_tile)
       18    0.000    0.000    0.006    0.000 enum.py:840(_create_)
      358    0.000    0.000    0.006    0.000 function_base.py:474(_add_docstring)
        1    0.005    0.005    0.006    0.006 backend_macosx.py:42(__init__)
      148    0.000    0.000    0.006    0.000 properties.py:476(operate)
        3    0.000    0.000    0.006    0.002 base.py:484(_validate_params)
        2    0.000    0.000    0.006    0.003 databricks.py:1(<module>)
      370    0.000    0.000    0.006    0.000 properties.py:435(_memoized_method___clause_element__)
        2    0.000    0.000    0.006    0.003 span.py:1(<module>)
       19    0.000    0.000    0.006    0.000 utils.py:113(_get_registry_uri_from_context)
        3    0.000    0.000    0.006    0.002 auto_suggest.py:1(<module>)
        4    0.000    0.000    0.006    0.002 axis.py:2172(set_ticks)
        1    0.006    0.006    0.006    0.006 {method 'encode' of 'ImagingEncoder' objects}
        4    0.000    0.000    0.006    0.002 axis.py:2154(_set_tick_locations)
      364    0.002    0.000    0.006    0.000 message.py:533(get_all)
        1    0.000    0.000    0.006    0.006 stub_value.py:1(<module>)
        2    0.000    0.000    0.006    0.003 reflection.py:311(_engine_insp)
        2    0.000    0.000    0.006    0.003 reflection.py:238(_construct)
      704    0.000    0.000    0.006    0.000 _typing_extra.py:403(try_eval_type)
        2    0.000    0.000    0.006    0.003 reflection.py:255(_init_engine)
    34066    0.006    0.000    0.006    0.000 {method 'rpartition' of 'str' objects}
      200    0.000    0.000    0.006    0.000 inspect.py:3289(__str__)
        1    0.000    0.000    0.006    0.006 llm.py:1(<module>)
     1070    0.000    0.000    0.006    0.000 __init__.py:370(<genexpr>)
     8436    0.002    0.000    0.006    0.000 _tokenizer.py:109(consume)
  709/462    0.005    0.000    0.006    0.000 builder.py:57(BuildMessage)
      370    0.000    0.000    0.006    0.000 properties.py:469(_fallback_getattr)
       17    0.000    0.000    0.006    0.000 _functools.py:77(wrapper)
      200    0.001    0.000    0.006    0.000 inspect.py:3292(format)
       10    0.000    0.000    0.006    0.001 _classification.py:1854(_check_set_wise_labels)
        1    0.000    0.000    0.006    0.006 pymysql.py:1(<module>)
        1    0.000    0.000    0.006    0.006 common.py:11(pyparsing_common)
        6    0.000    0.000    0.006    0.001 representer.py:26(represent)
        1    0.000    0.000    0.006    0.006 jupyter.py:1(<module>)
       23    0.000    0.000    0.006    0.000 _spark_utils.py:9(_get_active_spark_session)
10428/10419    0.003    0.000    0.006    0.000 copy.py:192(_deepcopy_list)
        1    0.000    0.000    0.006    0.006 logging_utils.py:164(_configure_mlflow_loggers)
23974/23794    0.006    0.000    0.006    0.000 {method 'update' of 'dict' objects}
    29942    0.006    0.000    0.006    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.006    0.006 config.py:933(dictConfig)
       75    0.000    0.000    0.006    0.000 visitors.py:981(cloned_traverse)
        3    0.000    0.000    0.006    0.002 diff.py:1(<module>)
        1    0.000    0.000    0.006    0.006 config.py:533(configure)
     2393    0.002    0.000    0.006    0.000 __init__.py:913(search)
     2144    0.001    0.000    0.006    0.000 _functools.py:99(wrapper)
      104    0.000    0.000    0.006    0.000 attr.py:135(__init__)
       80    0.002    0.000    0.006    0.000 traitlets.py:241(getmembers)
    73179    0.006    0.000    0.006    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.006    0.006 trace_utils.py:1(<module>)
        1    0.000    0.000    0.006    0.006 colorbar.py:1474(make_axes_gridspec)
       19    0.000    0.000    0.006    0.000 utils.py:90(_get_registry_uri_from_spark_session)
       10    0.001    0.000    0.006    0.001 process_executor.py:750(process_result_item)
   271/75    0.001    0.000    0.006    0.000 visitors.py:1034(clone)
     5472    0.003    0.000    0.006    0.000 numerictypes.py:293(issubclass_)
     5031    0.002    0.000    0.006    0.000 contextlib.py:303(helper)
        8    0.000    0.000    0.006    0.001 spawn.py:59(get_preparation_data)
3814/3812    0.003    0.000    0.006    0.000 {method 'format' of 'str' objects}
     4409    0.003    0.000    0.006    0.000 artist.py:1551(aliased_name)
     2420    0.001    0.000    0.006    0.000 __init__.py:851(normalize)
        1    0.000    0.000    0.006    0.006 mysqldb.py:1(<module>)
      130    0.000    0.000    0.006    0.000 __init__.py:688(_read_egg_info_reqs)
        2    0.000    0.000    0.006    0.003 _funcs.py:1(<module>)
       69    0.000    0.000    0.006    0.000 relationships.py:2577(_annotate_present_fks)
        1    0.000    0.000    0.006    0.006 _lbfgsb_py.py:1(<module>)
     4879    0.003    0.000    0.006    0.000 _generate_schema.py:901(_generate_schema_from_get_schema_method)
        1    0.000    0.000    0.006    0.006 _quadrature.py:1(<module>)
       65    0.000    0.000    0.006    0.000 _local.py:664(resolve)
      280    0.001    0.000    0.006    0.000 typing.py:2104(__instancecheck__)
        7    0.000    0.000    0.006    0.001 _nanfunctions_impl.py:1125(nanmedian)
      293    0.001    0.000    0.005    0.000 langhelpers.py:522(format_argspec_plus)
     14/7    0.000    0.000    0.005    0.001 _function_base_impl.py:3815(_ureduce)
        2    0.000    0.000    0.005    0.003 plotting.py:1(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:111(__go)
        5    0.000    0.000    0.005    0.001 display.py:1(<module>)
       54    0.001    0.000    0.005    0.000 decl_base.py:753(_scan_attributes)
        7    0.000    0.000    0.005    0.001 _nanfunctions_impl.py:1074(_nanmedian)
      116    0.005    0.000    0.005    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.005    0.005 pydoc.py:1(<module>)
        7    0.000    0.000    0.005    0.001 _nanfunctions_impl.py:1057(_nanmedian1d)
        1    0.000    0.000    0.005    0.005 _slsqp_py.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _direct_py.py:1(<module>)
        1    0.000    0.000    0.005    0.005 axis3d.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _nearest_centroid.py:1(<module>)
        1    0.000    0.000    0.005    0.005 web.py:1(<module>)
        1    0.000    0.000    0.005    0.005 einsumfunc.py:1(<module>)
        6    0.000    0.000    0.005    0.001 serializer.py:46(serialize)
       50    0.000    0.000    0.005    0.000 common.py:62(new_method)
       10    0.000    0.000    0.005    0.001 models.py:287(to_mlflow_entity)
        1    0.000    0.000    0.005    0.005 frame.py:513(DataFrame)
        1    0.000    0.000    0.005    0.005 ExifTags.py:1(<module>)
        1    0.000    0.000    0.005    0.005 segment.py:1(<module>)
        4    0.000    0.000    0.005    0.001 axis.py:845(clear)
        1    0.000    0.000    0.005    0.005 _distribution_infrastructure.py:1(<module>)
        7    0.000    0.000    0.005    0.001 _function_base_impl.py:3902(median)
        2    0.000    0.000    0.005    0.003 trace.py:1(<module>)
        1    0.000    0.000    0.005    0.005 initial_models.py:1(<module>)
      303    0.002    0.000    0.005    0.000 default.py:1313(_init_compiled)
        7    0.000    0.000    0.005    0.001 _function_base_impl.py:3991(_median)
     1108    0.002    0.000    0.005    0.000 typing.py:1256(_generic_init_subclass)
      108    0.001    0.000    0.005    0.000 docscrape.py:228(_parse_param_list)
     1071    0.001    0.000    0.005    0.000 inspect.py:1818(getattr_static)
        1    0.000    0.000    0.005    0.005 config.py:178(_handle_existing_loggers)
     2138    0.003    0.000    0.005    0.000 _linear_loss.py:139(weight_intercept)
        1    0.000    0.000    0.005    0.005 value.py:1(<module>)
    12761    0.003    0.000    0.005    0.000 __init__.py:395(__init__)
     3310    0.003    0.000    0.005    0.000 inspect.py:764(unwrap)
     1768    0.002    0.000    0.005    0.000 copy.py:62(copy)
        1    0.000    0.000    0.005    0.005 properties.py:1(<module>)
      204    0.000    0.000    0.005    0.000 elements.py:630(compare)
        1    0.000    0.000    0.005    0.005 colorizer.py:1(<module>)
        8    0.000    0.000    0.005    0.001 axis.py:534(__get__)
       10    0.000    0.000    0.005    0.001 _base.py:537(set_result)
        1    0.000    0.000    0.005    0.005 api.py:101(cdef)
        1    0.000    0.000    0.005    0.005 api.py:119(_cdef)
        1    0.000    0.000    0.005    0.005 cparser.py:370(parse)
        1    0.000    0.000    0.005    0.005 _root_scalar.py:1(<module>)
        4    0.000    0.000    0.005    0.001 _distribution_infrastructure.py:1377(_generate_example)
        1    0.000    0.000    0.005    0.005 cparser.py:394(_internal_parse)
      131    0.000    0.000    0.005    0.000 _distn_infrastructure.py:686(__init__)
        3    0.000    0.000    0.005    0.002 history.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _mstats_basic.py:1(<module>)
        7    0.000    0.000    0.005    0.001 fromnumeric.py:732(partition)
        2    0.000    0.000    0.005    0.003 _config.py:1(<module>)
   120/38    0.001    0.000    0.005    0.000 typing.py:1452(__getitem__)
        3    0.000    0.000    0.005    0.002 models.py:422(prepare)
        1    0.000    0.000    0.005    0.005 gateway_guardrail.py:1(<module>)
      782    0.001    0.000    0.005    0.000 _parser.py:260(_parse_version_many)
        4    0.000    0.000    0.005    0.001 readers.py:1575(__init__)
      104    0.000    0.000    0.005    0.000 legacy.py:228(_augment_fn_docs)
        3    0.000    0.000    0.005    0.002 containers.py:1(<module>)
      204    0.000    0.000    0.005    0.000 traversals.py:44(compare)
      540    0.000    0.000    0.005    0.000 typing.py:1719(__getitem__)
        3    0.000    0.000    0.005    0.002 numeric.py:1(<module>)
        3    0.000    0.000    0.005    0.002 tree.py:1(<module>)
        1    0.000    0.000    0.005    0.005 quiver.py:1(<module>)
        8    0.000    0.000    0.005    0.001 PyColorize.py:60(as_pygments_style)
